;Id;text;G_naive;G
2685;2685;Job paid very well and everyone was nice for the most part. ;0;0.0
2686;2686;Working 7 days and having 7 days off. ;0;0.0
2687;2687;Hands on experience, good hours, rotation schedule. ;0;0.0
2688;2688;great benefits, industry leader, if the market cooperates endless opportunity. ;0;0.0
2689;2689;Good training, people and great benefits. ;0;0.0
2690;2690;The money and benefits were top notch. ;0;0.0
2691;2691;Change job every couple years. ;0;0.0
2692;2692;Huuuuge diversity. Truly color blind company. You will get to work with people of all ages from every different background and country you could imagine. Lots of training and travel as it is a truly global company. High activity locations are the places you will move up and grow the fastest. Clearly defined promotion track, career development and roles and responsibilities. They’ll expect 110% performance from you from day 1.. ;0;0.0
2695;2695;-Good 401k match -Good benefits - Employee can cross-functions trained if desired and option available -Room for Improvement. ;0;0.0
2696;2696;Great place to work. Collaboration with fellow employees is excellent. Many opportunities to be a contributor and make a vast difference within a team. Opportunities for advancement within a site or abroad (if mobile).. ;0;0.0
2698;2698;Nice company to work with good work-life balance.. ;0;0.0
2699;2699;Easy job. Not too much pressure. You can easily do well.. ;0;0.0
2701;2701;Good tech, good tech stack, overall good experience. ;0;0.0
2702;2702;Good compensation and benefits Good work life balance. ;0;0.0
2703;2703;It is a great company. ;0;0.0
2704;2704;Diverse and talented people/Pretty good salary. ;0;0.0
2705;2705;Good Training Upward Mobility Diversity Big resume booster. ;0;0.0
2706;2706;1. Great coworkers 2. Top technology. ;0;0.0
2707;2707;Lots of Diversity with their personnel and available training.. ;0;0.0
2708;2708;Potential for advancement Opportunities to move into different disciplines Extensive employee training. ;0;0.0
2709;2709;They allow you to ser your work schedule.. ;0;0.0
2713;2713;Stimulating work. Awesome colleagues (they hire really good people).. ;0;0.0
2714;2714;good work life balance, good vibes. ;0;0.0
2716;2716;Good training, room for advancement.. ;0;0.0
2717;2717;Job is cushy at least. There's enough work to remain busy the entire day without being overloaded. ;0;0.0
2718;2718;"Great team members and ""get it done"" attitude.. ";0;0.0
2719;2719;Great people both managers and staff. ;0;0.0
2721;2721;Slb was a good company. The cyclical nature of the business is the downside to working in the oil and gas industry. ;0;0.0
2722;2722;When times are good, the job is good. But when the downturn comes, not many people are safe.. ;0;0.0
2723;2723;Group of very accomplished people. ;0;0.0
2724;2724;Great people, different environments, and Overall a Great Experience.. ;0;0.0
2725;2725;Friendly coworkers and Knowledgeable managers. ;0;0.0
2726;2726;"flexible working time; good community service activity. ";0;0.0
2727;2727;Benefits, working hours, Paid time off. ;0;0.0
2730;2730;A lot of good holdovers from the Cameron days.. ;0;0.0
2731;2731;Delineated training plans Safety trainings well formulated. ;0;0.0
2732;2732;Good career path for the first few years out of college. ;0;0.0
2733;2733;Money. Field personnel. Travel. Diverse.. ;0;0.0
2734;2734;good training and good meal plan. ;0;0.0
2735;2735;Good benefits and managers are willing to help. ;0;0.0
2737;2737;Great and knowledgeable co workers that don't mind showing you tricks of the trade.. ;0;0.0
2740;2740;They have a Great Benefits Package. ;0;0.0
2741;2741;They take good care of their employees. ;0;0.0
2742;2742;Valero as a corporation provides good compensation for their employees. Valero offers good benefits, even a pension plan.. ;0;0.0
2743;2743;Excellant working atmosphere with leadership team. ;0;0.0
2744;2744;Good company to work for. ;0;0.0
2746;2746;Pretty easy job to handle.. ;0;0.0
2747;2747;Good people at the facilty. ;0;0.0
2749;2749;Good all around company and benefits. ;0;0.0
2750;2750;Good people to work with. ;0;0.0
2751;2751;Very flexible hours, along with a great atmosphere.. ;0;0.0
2752;2752;Lots of amazing people work here. Networking is great. ;0;0.0
2754;2754;Money, is OK for duties. ;0;0.0
2755;2755;Great benefits and compensation. Good opportunities for growth and development.. ;0;0.0
2756;2756;A good company to work and nice people. ;0;0.0
2757;2757;Starting with the New Hire Orientation day to all the personalized welcome letters I received from each dept/community, definitely showcased the welcome culture Valero has.. ;0;0.0
2759;2759;Lots of big challenges everyday. ;0;0.0
2761;2761;Lots of opportunities to grow, and I've always felt respected and valued as an employee. Great benefits and a great office culture.. ;0;0.0
2763;2763;Lots of Learning. Good Perks. Work life balance. ;0;0.0
2764;2764;The San Antonio campus is beautiful with a gym that rivals any commercial gym, an on-site cafeteria, and a medical clinic for employees and family members covered by the insurance plan. Employees are bright people, and work well together, for the most part.. ;0;0.0
2765;2765;Very nice managers, good benefits, Good match on 401k, yearly bonus, job is busy so day goes fast. ;0;0.0
2766;2766;Benefits Early Friday Departure Covered garage parking. ;0;0.0
2768;2768;Positive cUlture in the office. ;0;0.0
2770;2770;great benefits as well as flexible hours. ;0;0.0
2771;2771;Good opportunity to learn and great benefits within the company. I’d definitely recommend this to another person. ;0;0.0
2773;2773;Skill development to help with future opportunities. ;0;0.0
2774;2774;I love the community culture here and the commitment to do what is right. Benefits are really great as well.. ;0;0.0
2775;2775;Good work/life balance. Well Managed.. ;0;0.0
2777;2777;Good environment and clean to work in. ;0;0.0
2779;2779;They are a family oriented company who care about their employees. ;0;0.0
2780;2780;It’s fine if you need a job but easy work. ;0;0.0
2781;2781;Time oriented however tons of ways to make ur job enjoyable and great staff and community involvement. ;0;0.0
2783;2783;Their community involvement is excellent. ;0;0.0
2784;2784;Benefits, employment, good team, challenges. ;0;0.0
2785;2785;Work self paced based on to do list.. ;0;0.0
2787;2787;easy job that didn’t not require much effort great for a high school student and college. ;0;0.0
2788;2788;Great customer service and wonderful hospitality. ;0;0.0
2789;2789;Great company to work for family oriented.. ;0;0.0
2790;2790;Well paid, good benefits, & great work environment. ;0;0.0
2791;2791;Work here cause it stinks. ;0;0.0
2792;2792;Schedule Downtime on night shift. ;0;0.0
2794;2794;Good culture, fun people, excellent development. ;0;0.0
2795;2795;The people with Valero are generally easy to get along with.. ;0;0.0
2796;2796;nan;0;0.0
2797;2797;Long term employment, company culture is by far the best I’ve seen. ;0;0.0
2798;2798;Great benefits, challenging work, growth opportunity. ;0;0.0
2802;2802;Valero gives you many chances to succeed and your job is secure as long as you are a hard worker. You know where you stand most of the time and can see success if you show commitment.. ;0;0.0
2803;2803;Work schedule is pretty flexible. ;0;0.0
2804;2804;Fantastic company by to work for. ;0;0.0
2805;2805;Good place to work . Very rewarding. ;0;0.0
2806;2806;Great company, great benefits, great people. ;0;0.0
2807;2807;You build relationships with people in your community. It’s really wonderful to make someone’s day by knowing what they buy and their name. Not to mention the environment is always moving so you don’t have to worry about being stagnant.. ;0;0.0
2810;2810;If I dId not have to cover this space for the word limit, I would have left this completely EMPTY. ;0;0.0
2811;2811;Opportunity to learn and progress. ;0;0.0
2812;2812;Low chance of layoffs, decent benefits. ;0;0.0
2813;2813;The benefits are really great.. ;0;0.0
2815;2815;No Work life balance. Remote working is highly discouraged. ;0;0.0
2816;2816;Company at its core is a great company with great benefits. ;0;0.0
2817;2817;interacting with the customers was fun. ;0;0.0
2818;2818;-Wide range of analytical equipment to learn about -Low standards for technician education -Good amount of autonomy for portion. ;0;0.0
2819;2819;Benefits are great and Job Security. ;0;0.0
2823;2823;It was easy to call up other engineers from other plants and talk through problems Most people were great to work with and wanted to help you succeed. ;0;0.0
2826;2826;They have a Great Benefits Package. ;0;0.0
2827;2827;Great set of people to work with. ;0;0.0
2828;2828;Valero is a great place to work. ;0;0.0
2831;2831;Benefits and money is great. ;0;0.0
2832;2832;I wish I still worked there. ;0;0.0
2833;2833;Lots of busy work, plenty of opportunities to cross train and qualify for different positions. ;0;0.0
2834;2834;San Antonio is a better place to live than Houston. ;0;0.0
2835;2835;Great retirement career family based. ;0;0.0
2837;2837;Opportunity for professional growth and to reach personal career goals.. ;0;0.0
2839;2839;The Hours are always good. ;0;0.0
2840;2840;Great process experience, good benefits and 401k match. ;0;0.0
2841;2841;It would be a great place to work. ;0;0.0
2844;2844;Valero cares for their employees in many ways including benefits for health and wellness. ;0;0.0
2846;2846;Great benefits and environment to work in.. ;0;0.0
2847;2847;The company benefits are good.. ;0;0.0
2848;2848;Good compensation and benefits package, community involvement. ;0;0.0
2849;2849;Valero is a great company that cares deeply for their employees. I definitely felt the sense of a safety culture and recommend working there.. ;0;0.0
2854;2854;Clean energy. Good location. Serviceable pumps.. ;0;0.0
2855;2855;employee discount if you keep up for two weeks or so. ;0;0.0
2856;2856;Very good benefits and work life balance. ;0;0.0
2859;2859;I wish I had one.. ;0;0.0
2860;2860;Strong benefits, good work culture, safety is priority, help around every corner. ;0;0.0
2861;2861;Nice Place to work in the community. ;0;0.0
2862;2862;Benefits are best I love em. ;0;0.0
2863;2863;Employees are it’s greatest asset. ;0;0.0
2864;2864;Great benefits, they take care of their people.. ;0;0.0
2865;2865;Every employee makes safety a priority.. ;0;0.0
2866;2866;Valero provides good benefits. Everyone is very friendly. Great place to begin and grow your career.. ;0;0.0
2867;2867;Fast pace work with plenty of resources to learn from. ;0;0.0
2870;2870;Money and benefits and nothing else. ;0;0.0
2872;2872;Good benefits, fitness center and day care. ;0;0.0
2873;2873;I wish I had one.. ;0;0.0
2874;2874;Nothing, unprofessional, stole hours work, disrespectful. ;0;0.0
2875;2875;Great wages. Fantastic benefits. Very safety conscious.. ;0;0.0
2876;2876;Great teams, everyone is knowledgeable and friendly. ;0;0.0
2877;2877;The getting interview by the type of hiring manager.. ;0;0.0
2878;2878;The best company I have worked for. Very good benefit, bonus and profit sharing. ;0;0.0
2879;2879;Benefits, Pension when they had one.. ;0;0.0
2880;2880;Health benefits, a pension, yearly bonus.. ;0;0.0
2881;2881;Great training and opportunity for engineers and operators personnel.. ;0;0.0
2883;2883;Good people. Great work envrionment. ;0;0.0
2887;2887;"The company at its core is good; great benefits & perks.. ";0;0.0
2889;2889;Great company with great benefits.. ;0;0.0
2891;2891;Benefits, on-site gym/clinics at corporate, on-site cafeteria, covered parking garage, great co-workers.. ;0;0.0
2892;2892;The facility that I currently work at has been good to me. It is a great way to get a start in the chemical industry on the non-contact side.. ;0;0.0
2893;2893;Good benefits. Support from the team.. ;0;0.0
2896;2896;Teaches self responsibility and self reliable efficiency.. ;0;0.0
2897;2897;Safety conscious work environment here. ;0;0.0
2898;2898;Job Security, Community Involvement, Employees come first.. ;0;0.0
2899;2899;Good benefits coupled with other perks. ;0;0.0
2900;2900;Boss is a push over because he does so much illeagal activity. ;0;0.0
2903;2903;great place to work . . . . .. ;0;0.0
2904;2904;Nice company . Good to work for. ;0;0.0
2905;2905;A first class company that genuinely cares about their employees.. ;0;0.0
2907;2907;Awesome place to work at. ;0;0.0
2908;2908;Open to ideas, want employees to succeed, encourage collaborative and open environment. ;0;0.0
2909;2909;Great benefits, dr on-site, gym, day care and cafeteria. ;0;0.0
2910;2910;In San Antonio, one of the better employers in terms of salaries and benefits (certainly not the best in my opinion). Health and fitness is part of Valero culture. It's implicitly understood that all the employees will be out for a workout during lunch hours. Post lunch meetings are usually scheduled keeping this in mind. It offers great work life balance. It has relaxed the dressing code in recent years. The IT team is of a medium size. Almost everyone is busy with one project after another. Valero is a big SAP client. It leverages a lot out from SAP. There is lot of interesting work, but it does have some mundane stuff that needs to be taken care of as well. Valero is a safe company to work with. Its business model is conservative and mitigates risk. Moreover it is the industry leader in the refining field. It does not lay off employees.. ;0;0.0
2911;2911;Great benefits, dr on-site, gym, day care and cafeteria. ;0;0.0
2913;2913;Valero provides an excellent working environment for employees, complete with on-site childcare, doctor, cafeteria, and a fitness center with tennis and basketball courts, and running trails. The company offers a leading employee compensation plan that includes excellent medical coverage options, along with a pension and 401k, among other things.. ;0;0.0
2915;2915;Being a part of the parent company, Valero ETEP for engineers, benefits, access to Subject Matter Experts from parent company, safe place to work, good intern program.. ;0;0.0
2918;2918;401k family centric friendly coworkers strong give back culture. ;0;0.0
2920;2920;Large amount of projects to work on.. ;0;0.0
2926;2926;You are able to work with the public.. ;0;0.0
2930;2930;Benefits were the best I experienced. ;0;0.0
2932;2932;Clean work place, very safe, not hard of a job. ;0;0.0
2934;2934;low stress environment for the most part.. ;0;0.0
2936;2936;Very good benefits and compensation, but what really makes this a great corporation is the people.. ;0;0.0
2937;2937;Gained valuable knowledge that I took with me to my next job. ;0;0.0
2938;2938;Great company with great benefits. Lots of learning and hands on experience. Very involved with the community.. ;0;0.0
2939;2939;Valero has a huge network with a great deal of talent to use as a resource to get up to speed. And the co-workers are generally willing to help you succeed.. ;0;0.0
2944;2944;Very good company to work for, first place I've worked at where they actually look out for there workers.. ;0;0.0
2945;2945;Good salaries & bonuses, great financial outlook. ;0;0.0
2946;2946;Like working with public and great customer service.. ;0;0.0
2949;2949;much opportunity for advancement in company. ;0;0.0
2951;2951;Good money and good benefits.. ;0;0.0
2952;2952;Good work atmosphere, safety and goal oriented, good benefits. ;0;0.0
2953;2953;The 4 1k was good and so was the insurance. ;0;0.0
2955;2955;mostly independent work environment. ;0;0.0
2958;2958;getting to meet different people and helping those who are visiting the store regularly. ;0;0.0
2959;2959;Valero is a great company to work for. They offer great benefits and compensation. I have been impressed with how welcoming the Valero team has been since I joined.. ;0;0.0
2964;2964;Very good company to work for, first place I've worked at where they actually look out for there workers.. ;0;0.0
2965;2965;Good salaries & bonuses, great financial outlook. ;0;0.0
2966;2966;Like working with public and great customer service.. ;0;0.0
2969;2969;much opportunity for advancement in company. ;0;0.0
2971;2971;Good money and good benefits.. ;0;0.0
2972;2972;Good work atmosphere, safety and goal oriented, good benefits. ;0;0.0
2973;2973;The 4 1k was good and so was the insurance. ;0;0.0
2975;2975;mostly independent work environment. ;0;0.0
2978;2978;getting to meet different people and helping those who are visiting the store regularly. ;0;0.0
2979;2979;Valero is a great company to work for. They offer great benefits and compensation. I have been impressed with how welcoming the Valero team has been since I joined.. ;0;0.0
2980;2980;Great Company to work for.. ;0;0.0
2981;2981;Its a company that will take care of you, but you have to do your job near perfect. Awesome coworkers Different Schedule Choices Decent Benefits Good incentives Bonuses for good performance.. ;0;0.0
2982;2982;good work and life balance. ;0;0.0
2983;2983;Great people, good overall work environment, lots of opportunity.. ;0;0.0
2984;2984;The Benefits package is decent. ;0;0.0
2985;2985;Great company to work for. ;0;0.0
2986;2986;The amount of vacation is a pro. ;0;0.0
2988;2988;Large enough that you could carve out to build a motivated team in isolation from the company's harmed ego and its faded glory of being the largest utility in NA.. ;0;0.0
2990;2990;money is very good and people are nice. ;0;0.0
2992;2992;Good company with great benefits. ;0;0.0
2993;2993;Lots of great ideas buzzing around, with folks aspiring to help community and industry.. ;0;0.0
2994;2994;& ;0;0.0
2995;2995;This job was hybrid, so I was mostly remote with 1-2 days in the office, with every other Friday off. ;0;0.0
2996;2996;Duke Energy is a great company to work for. Thoughtful focus on diversity and inclusion and ensuring all employees are welcome. They also have a keep desire to ensure women & people of color are promoted and given ample opportunities.. ;0;0.0
2997;2997;Flexible, kind, excellent training and coaching. ;0;0.0
2998;2998;Great salary, benefits, and time off. Work remotely. Opportunity for advancement. Diversity and Inclusion is very important.. ;0;0.0
2999;2999;Benefits, certs of the trade, tools, ppe, per diem. ;0;0.0
3003;3003;Great employer to work for.. ;0;0.0
3004;3004;To many to name. Salary, benefits, bonus, work flexability.. ;0;0.0
3005;3005;Good benefits bosses are very flexible with time. Working from home has been good. Very good 401k. ;0;0.0
3007;3007;Great employer with many different avenues. ;0;0.0
3010;3010;- Good benefits - Care for employees -Give flexibility to employees. ;0;0.0
3013;3013;Benefits and Work Life Balance. Team. ;0;0.0
3014;3014;Salary, benefits, people cared to improve. ;0;0.0
3017;3017;The most professional and helpful team members you will ever meet!. ;0;0.0
3018;3018;Collaborative overall and thoughtfulness for the customer.. ;0;0.0
3019;3019;Reasonable work hours (40-hour/week with OT), remote jobs available, easy to get time off. At least right now, there's time in between calls so you're not slammed with back-to-back calls with no room to breathe. Don't know if that'll be true in the future or not.. ;0;0.0
3021;3021;Good training, 8 weeks of training, The trainers are really excellent but once you transition to a new sup and team the quality of everything went down.. ;0;0.0
3022;3022;Friendly coworkers, good benefits, paid time off and opportunities to learn and grow your skill set.. ;0;0.0
3023;3023;There's much flexibility, and there is also much opportunity to move into new roles. Post pandemic there is even more flexibility to work from home or choose a hybrid schedule.. ;0;0.0
3025;3025;Job Security Continued Education Assistance Time-Off Benefits Health Benefits Career Development. ;0;0.0
3027;3027;Great Benefits, easy to move up, wonderful training, compensation and quarterly incentives, professional and wonderful culture. ;0;0.0
3030;3030;Good culture, easy going, happy place. ;0;0.0
3031;3031;Job security appears to be good. Number of different jobs and category's. One of the largest companies in the country.. ;0;0.0
3032;3032;easy to do and learn. ;0;0.0
3033;3033;"Good Working environment and multiple locations (i.e. Charlotte,NC; Cincinnati,OH; Florida, etc.). ";0;0.0
3034;3034;nan;0;0.0
3036;3036;bonuses that you slave for. ;0;0.0
3037;3037;It was a job You get food usually. ;0;0.0
3041;3041;Plenty of growth opportunity for recent grad students with an engineering degree.. ;0;0.0
3042;3042;Great people, flex work time, salary is awesome. Company really cares about their employees.. ;0;0.0
3044;3044;It's a job and you get a whopping $400 tindale cloths it's local and if you like dog and poney shows that's what they are all about. ;0;0.0
3045;3045;nan;0;0.0
3046;3046;Why I left, I have no idea. Just a bit more money by another firm was not a good decision. I loved the work, my supervisors, everything.... ;0;0.0
3047;3047;Diverse set of workers. Good work culture. Increasing strides in work-life balance. ;0;0.0
3049;3049;Great people, challenging role, decent bonus if the company does good.. ;0;0.0
3050;3050;Great benefits, and insurance. Supportive supervision. ;0;0.0
3051;3051;Great location in the city of Charlotte. ;0;0.0
3052;3052;team members were like a family. ;0;0.0
3053;3053;Great to work for Duke .. ;0;0.0
3054;3054;work life balance and autonomy. ;0;0.0
3055;3055;Great benefits and growth opportunities.. ;0;0.0
3056;3056;Better salary than Southern Co, or Ga Power. ;0;0.0
3059;3059;-Really good 401k -Friendly co-workers and managers -Remote work possibilities. ;0;0.0
3061;3061;Great benefits at this company. ;0;0.0
3063;3063;Good benefits, everyone is friendly!. ;0;0.0
3064;3064;Great salary and the best job I've ever had.. ;0;0.0
3067;3067;Employee benefits, covid response, opportunities. ;0;0.0
3068;3068;Lots of time off, a week off every 6 weeks. ;0;0.0
3070;3070;Great company to work for.. ;0;0.0
3071;3071;Great benefits, good work-life balance, collaborative culture.. ;0;0.0
3072;3072;Wonderful place to work. Challenging career.. ;0;0.0
3073;3073;I like working at duke energy.. ;0;0.0
3074;3074;They have great benefits and OT available. ;0;0.0
3075;3075;OK nice people independent environment. ;0;0.0
3078;3078;Really fun, easy to work for. ;0;0.0
3079;3079;Profit sharing of like $1500-$2000 based on company performance. Sales bonuses. $10-$15 per sale but sales aren’t required. Easy to move around the company.. ;0;0.0
3080;3080;Lots of overtime = more money. ;0;0.0
3081;3081;Good company to work with. ;0;0.0
3084;3084;nan;0;0.0
3087;3087;Professional and clean Environment to work in. ;0;0.0
3088;3088;Great work environment. Great work life balance. ;0;0.0
3092;3092;Good benefits. Big balance sheet.. ;0;0.0
3093;3093;Variety of career paths in several locations. ;0;0.0
3094;3094;Very good company- Supportive - Open thinker. ;0;0.0
3095;3095;The folks at Duke Energy Commercial Renewables were incredibly kind and surprisingly passionate about renewable energy development. I appreciate the amount of agency I was given while at the company. At the engineering level, we had the power and freedom to make direct improvements to operations and development.. ;0;0.0
3096;3096;Support for new development is good. ;0;0.0
3097;3097;Great environment and a lot of opportunity to grow. ;0;0.0
3099;3099;Great work/life balance, the people are kind and helpful, not high stress. ;0;0.0
3100;3100;Excellent people to work with. Salary and benefits are very good.. ;0;0.0
3104;3104;Great work group and company to work for.. ;0;0.0
3105;3105;Flexibility at the word site in most location. ;0;0.0
3106;3106;nan;0;0.0
3110;3110;Hours were great. Best boss.. ;0;0.0
3111;3111;Great Safety Culture and onsite coordinators.. ;0;0.0
3112;3112;Great place to work at. ;0;0.0
3113;3113;Flexible schedule work from home. ;0;0.0
3114;3114;Good and can't say anything negative. ;0;0.0
3115;3115;Great professional people to work with.. ;0;0.0
3116;3116;Independent Work, performance based bonus. ;0;0.0
3117;3117;Benefits, leave, training, and advancement. ;0;0.0
3118;3118;nan;0;0.0
3119;3119;Great company to work for. ;0;0.0
3120;3120;good hours lots of overtime during storm mode great people to work with you earn more if you put the work in. ;0;0.0
3121;3121;Good coworkers good benefits 401k match. ;0;0.0
3122;3122;Flexible Hours within the company. ;0;0.0
3123;3123;Flexibility, Communication, Progressive, Future Focused. ;0;0.0
3124;3124;Great benefits with Duke Eneegy. ;0;0.0
3126;3126;Great benefits, and all the normal pros of working for a large company in terms of resources. Bonus structure is outstanding.. ;0;0.0
3129;3129;Good wages, health/vision/dental insurance, 401k w/ best matching I’ve seen, HSA match. ;0;0.0
3132;3132;pros were a fun, fast paced environment with smart people. ;0;0.0
3134;3134;Benefits and opportunities for growth. ;0;0.0
3135;3135;Opportunities for advancement exist if you seek them out. ;0;0.0
3136;3136;Flexible, open door to talk about issues ,. ;0;0.0
3137;3137;Benefits start on the day of employment. ;0;0.0
3139;3139;Loved the job. My bosses treated me well. Great experience.. ;0;0.0
3140;3140;Good company with good technology to learn and good tech communities and groups within to learn.. ;0;0.0
3143;3143;Great Benefits Family Oriented Easy To Move To A Different Department. ;0;0.0
3144;3144;Nice place to work for. ;0;0.0
3145;3145;nan;0;0.0
3146;3146;The benefits are pretty good. ;0;0.0
3147;3147;Good benefits and good salary. ;0;0.0
3148;3148;Diversity, inclusion, and great benefits. ;0;0.0
3150;3150;Great benefits work life balance. ;0;0.0
3151;3151;Good job opportunities to have.. ;0;0.0
3153;3153;Great place to learn . Great supervisor and flexibility. ;0;0.0
3155;3155;Great team environment where the employee feels valued and not just like a number.. ;0;0.0
3156;3156;Looks good on a resume due to size of company. ;0;0.0
3157;3157;Good Benefits, Pleasant People overall Great Environment.. ;0;0.0
3158;3158;Salary and Benefits are good. ;0;0.0
3159;3159;Great benefits and flexible arrangements. ;0;0.0
3161;3161;nan;0;0.0
3162;3162;Great 401k options, bonus is consistent. People are great to work with. Plenty of options to grow. Handled COVID very well with transition to WFH. Safety is a top focus over getting work done.. ;0;0.0
3163;3163;I worked with a small tight knit team. ;0;0.0
3165;3165;opportunities and engagement would be my pros. ;0;0.0
3168;3168;flexible, welcoming, and very helpful for interns. ;0;0.0
3169;3169;Okay place to be sometimes. ;0;0.0
3171;3171;They truly care about the employees and respect a proper work-life balance. ;0;0.0
3172;3172;-Remote Work due to pandemic and some groups are optional -Flexible work hours determined by you. ;0;0.0
3173;3173;Benefits are great, work environment is laid back as long as you complete your work. ;0;0.0
3174;3174;Flexibility with working arrangements (location and days). ;0;0.0
3175;3175;the trainer is dedicated. hard worker. ;0;0.0
3177;3177;We are encouraged to continue learning and share our knowledge with each other. Training opportunities are great and continue to push me forward.. ;0;0.0
3178;3178;Decent money for the level of difficulty.. ;0;0.0
3179;3179;Great people at the company. Very comfortable job.. ;0;0.0
3180;3180;great mentorship, good work-life balance. ;0;0.0
3181;3181;Great People, opportunities, and benefits make it a great place to work. ;0;0.0
3182;3182;Great opportunities for growth with excellent benefits. ;0;0.0
3184;3184;401k matching, health, dental and vision insurance, yearly bonus. ;0;0.0
3185;3185;Benefits (vacation, insurance, etc.), diversity.. ;0;0.0
3186;3186;Great company to work with. ;0;0.0
3188;3188;Base Salary End of Year Bonus 401K Vacation. ;0;0.0
3190;3190;it was a good job. ;0;0.0
3191;3191;Good people to work with.. ;0;0.0
3192;3192;It’s a good job even though it is a customer service role. Good benefits. Incentives and bonuses. ;0;0.0
3194;3194;Good benefits and compensation package.. ;0;0.0
3197;3197;New technology, good coworkers, opportunities to get involved with other departments. ;0;0.0
3198;3198;Duke Energy has good benefits. ;0;0.0
3200;3200;Great work/ Life balance. Inclusive environment. ;0;0.0
3201;3201;Strong 401k match and good time off. ;0;0.0
3202;3202;work/life balance for work very positive. ;0;0.0
3203;3203;Great place to work if you live in Charlotte.. ;0;0.0
3206;3206;Building a better energy future. ;0;0.0
3207;3207;Get opportunity for challenging situations. ;0;0.0
3208;3208;Job Security as Much as you can have these days. ;0;0.0
3210;3210;Benefits, opportunity to grow/advance, good coworkers. ;0;0.0
3211;3211;Great place to work at an exciting time full of industry transformation and innovation, especially related to electricity grid modernization, renewable energy and storage, and transportation electrification.. ;0;0.0
3212;3212;Family Oriented and very flexible. ;0;0.0
3214;3214;Duke Energy is heavily engaged in the community and they take action to show they care about their employees. This has been especially clear in light of COVID-19.. ;0;0.0
3215;3215;Safety, concern and well being of their employees. ;0;0.0
3216;3216;nan;0;0.0
3217;3217;good hours, flexibe , could be fun. ;0;0.0
3219;3219;Excellent culture and opportunities for professional growth.. ;0;0.0
3220;3220;Female leadership, room for growth. ;0;0.0
3222;3222;flexible schedule, no weekends, activities for all. ;0;0.0
3223;3223;Culture of respect and professionalism. ;0;0.0
3224;3224;Good place to work, balanced environment. ;0;0.0
3225;3225;Salary, benefits, and job security. ;0;0.0
3226;3226;There are many opportunities for progression. ;0;0.0
3228;3228;Great benefits for the employees. ;0;0.0
3229;3229;Good company to work for. ;0;0.0
3230;3230;Travel, meeting new people, and working with a partner.. ;0;0.0
3231;3231;All the benefits are great. ;0;0.0
3232;3232;Innovative company. They provide a great working environment.. ;0;0.0
3234;3234;nan;0;0.0
3235;3235;Strong family culture and great team members. ;0;0.0
3237;3237;Salary, benefits, peers, flexibility, growth opportunities. ;0;0.0
3238;3238;Best work environment to grow.. ;0;0.0
3242;3242;nan;0;0.0
3243;3243;Very independent and intelligent work force. ;0;0.0
3245;3245;money work time place work. ;0;0.0
3247;3247;Everybody is helpful and will answer your questions. Everyone seems to constantly be striving to meet deadlines, but there is still a relaxed atmosphere most of the time.. ;0;0.0
3250;3250;Good co workers to work with. ;0;0.0
3251;3251;Depending on the group you'll learn a lot and they like to move you around groups every co-op so you get a lot of experience. The people are all great to work with.. ;0;0.0
3252;3252;nothing is good about this job. ;0;0.0
3254;3254;Please disregard this review as the app is forcing me to write it.. ;0;0.0
3255;3255;- Work Life balance - Safe and friendly work environment - Benefits - Lots of Leadership Oppurtunities. ;0;0.0
3256;3256;People are nice and willing to help. ;0;0.0
3259;3259;flexible hours based on points. ;0;0.0
3260;3260;Nothing really good about this place. ;0;0.0
3262;3262;CoWorkers are Cool, that's pretty much it. ;0;0.0
3263;3263;Nuclear security officers (proprietary) get paid well, and generally have a decent benefits package.. ;0;0.0
3264;3264;Good Company to work at. ;0;0.0
3266;3266;Lots of opportunities to work in big projects. 401k match is amazing. ;0;0.0
3268;3268;Benefits are wonderful and environment is good.. ;0;0.0
3270;3270;Benefits, work life balance, and job opportunities. ;0;0.0
3271;3271;fun and engaging work environment. ;0;0.0
3274;3274;Company branded name Duke Energy. ;0;0.0
3276;3276;Work life balance, amazing culture and people to work with. ;0;0.0
3277;3277;Challenging and rewarding career, with many options for growth. ;0;0.0
3280;3280;Great place to work and learn about the industry.. ;0;0.0
3281;3281;Great benefits and work culture. ;0;0.0
3282;3282;Personal development, flexible hours, great compensation and benefits.. ;0;0.0
3284;3284;good benefits but its sucked. ;0;0.0
3285;3285;nan;0;0.0
3287;3287;Great company to work for.. ;0;0.0
3290;3290;Great benefits - Inclusive - Flexible. ;0;0.0
3291;3291;They treated me very well, both as an intern and a full-time employee. ;0;0.0
3292;3292;Family Friendly, Life work balance. ;0;0.0
3293;3293;Great benefits, training, promotional opportunities, recognition, great facilities, embracing digital transformation. ;0;0.0
3294;3294;People work well together and help each other.. ;0;0.0
3295;3295;Good company and nice benefits. ;0;0.0
3300;3300;Used to have a good work culture. ;0;0.0
3302;3302;Safe and supportive, work life balance. ;0;0.0
3303;3303;benefits are nice and compensation. ;0;0.0
3304;3304;lots of opportunities for bright individuals. ;0;0.0
3308;3308;Well defined policies and procedures in place, plenty of internal opportunities to gain experience in multiple areas, and the company cares about its employees.. ;0;0.0
3309;3309;Great compensation and benefits packages. ;0;0.0
3310;3310;Professional growth opportunities Good working relationship with peers. ;0;0.0
3312;3312;Good benefit, flexible, laid back. ;0;0.0
3313;3313;nan;0;0.0
