date;employee_title;employee_status;review_title;pros;cons
2021-09-15;Project Engineer I;Current Employee, more than 1 year;Do not work here;"None since they removed the premium and cost of living is high
";"Terrible work life balnce, poor culture, micromanagement
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-08-10;Project Manager;Former Employee;Good company with good benefits;"Good benefits, competitive pay, diverse areas to work large scale projects and lots of people within the organization to work great people (in general) all working hard to accomplish goals great networking
";"can get stuck in a job if your manager doesn't want to move you, rating and ranking system, no bonuses,
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-08-12;Business Analyst;Former Employee, less than 1 year;Good company to work;"Good company to work with very good coworkers, great team. Work life balance is good. Great campus to explore and to be in. The gym was great and I really enjoyed the classes over there. Work environment was nice and friendly
";"Worked for only few months and COVID hit hard. I didn't find any major lack in the work environment. Liked almost everything and wish I could work more times in there.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-15;IT Analyst;Current Employee, more than 3 years;House of Cards;"Beautiful Office Campus Highly unlikely you will be fired Good salary to work effort ratio (low stress) Work assignments can range from fascinating to mind numbing Good lower to mid-level employee racial and gender diversity; will work its way to the top over time
";"The company has made a strategic pivot to downsize, offshore and implicitly endorse high voluntary attrition via inaction on numerous fronts The concentrated power between a handful of executives in Dallas would make Xi Jinping jealous Total lack of faith / respect to said executives in Dallas by employees, Wall Street, and general public opinion The line of 5 managers above you are powerless to do anything IT salaries are woefully uncompetitive Work / assignments can range from fascinating to mind numbing
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-08-10;Process Technician;Current Employee, more than 3 years;Great;"Pension is still available and PTO is great. I like company but some people do not, company is great can’t complain
";"Very secretive company and not much clarity. Can be a lot better place to work at but it’s not to bad
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-11;Electrical Engineer;Former Employee;11 yrs at ExxonMobil;"Operate in great multinational locations known for providing opportunities for challenging & financially rewarding career
";"Stagnant, prideful, slow to change Culture
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-25;Data Analyst;Current Employee;They are trying;"The backbone of being a reputable corporation
";"Old school culture, slow to change
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-25;Clerical Assistant;Current Employee;ok;"good company to work for
";"Timing not good since COVID
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-13;Geoscience Associate;Former Employee, more than 8 years;Death knell;"None that I can think of
";"Management and executives Lack of innovation Lack of plan to transition
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-08-09;Senior IT Manager;Current Employee, more than 10 years;Great;"Focused on employee development, great compensation
";"Individualistic culture driven by is performance/ranking system.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-23;Crude Supply Coordinator;Current Employee, more than 3 years;Work Life Balance;"-Great starting salary -Great people to learn from
";"-No work life balance -No 401K currently in pandemic
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-10;Senior Research Engineer;Former Employee, more than 1 year;Oceans Rise, Empires Fall…;"1. Great benefits, decent pay (albeit behind tech salaries) — the money goes far in Houston. 2. A nice campus.
";"1. A complete lack of leadership. ExxonMobil’s “leaders” are “managers” at best, but not leaders. 2. A catastrophic history of multi-billion dollar investments that all failed, one after another. 3. A general unwillingness to change due to an arrogance of “being the best in business” — even if that was 10+ years ago. Even then, ExxonMobil was mistaking correlation with causality — their success then was despite their actions, not because of them. 4. A culture of fear. 5. Stacked rankings. 6. Overall, the work is mostly entirely meaningless and without any impact. This is not something you’ll want to tell your grandchildren about. 7. 90% of decision are made in Dallas, Houston and all other small offices are just there to push paper. 8. Technologically, the company is stuck in the early 2000s.
Verify your email to continue reading or Resend email
5 people found this review helpful
Helpful
Share
Repor"
2021-08-23;Customer Service Associate;Current Employee, more than 3 years;Exxon;"Easy and short 6 hour shifts
";"Everything else at that place is horrible
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-04;Cashier;Former Employee, more than 1 year;Good management;"Management was very nice and understanding when it came to working around school schedules. It was also a very easy going job.
";"I think the worst think about this job was that the environment became very negative and there was just a lot of my drama but that is just my personal experience with the people I worked with.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-14;Operations Technician;Current Employee, more than 5 years;Operations;"They have a good pension plan, good 401k plan and medical plans. Some of the best in the industry.
";"Management! From FLS’s on up to SLS’s and up the chain. Management does not care about moral or keeping employees happy. One of the lowest paying companies in the industry.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-08-16;Engineer;Current Employee, more than 1 year;They pay you well to ignore all the problems;"Money is good, especially for the location. Looks good on the resume, and the engineers you work with are all smart people.
";"Management is old and refusing to change with the times. Schedule is tough and they expect you to be able to work an any time during the week (e.g. middle of the night any day). Pretty cut throat and demanding.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-07;Operations Technician;Former Employee, more than 10 years;It could be worse;"Exxonmobil pays their employees very well and the benefits are exceptional. They provide you with job security
";"Exxonmobil is no longer the company they used to be. Once upon a time, they were as loyal to their employees as their employees were to them. This is no longer the case.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2021-08-13;Marketing Advisor;Former Employee, more than 10 years;Great for your resume;"It is definitely a global community to learn and grow. It is a recognized brand and strong organization. Good salaries and benefits program; wonderful facilities.
";"Regardless of contributions people must do a lot of networking to keep their relevance. Travel opportunities have been reduced. Some managers still expect people to be available 24/7 and go to the office everyday; the future of work has changed, they need to adapt to survive.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-09-01;Process Design Engineer;Current Employee, more than 3 years;Horrible culture, lack of leadership;"The compensation used to be competitive but now lags competitors. Engineers leaving in droves for other industries including tech, sustainable energy, etc.
";"Ranking system beats you down over time. Your performance has little to no impact on how you rank. No transparency in how decisions are made. Lack of career options with 50% of projects organization to be outsourced to India within a decade. Company no longer values technical contributors in the western countries.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2021-08-13;Operations Planner;Current Employee, more than 8 years;ExxonMobil Site Positions;"ExxonMobil is a worldwide company with unlimited resources. Information sharing is common especially at manufacturing sites and it’s easy to find people to help you with any problem. The benefits are exceptional and they offer a competitive salary.
";"No bonus structure or additional work life balance benefits. You’re expected to give you’re life to the company with no expectations that they’ll reward you. Chemical engineers are expected to be the one stop shop for all engineering.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-12;Cashier;Current Employee;cashier;"easy job easy job easy job easy job easy job easy job easy job easy job
";"low pay low pay low pay low pay low pay low pay low pay low pay low pay low pay
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-12;Machinery Engineer;Current Employee;Not very Organized;"Great pay Chances to travel Alot of great minds work here. People can be a little competitive
";"Not enough vacation. Not organized spend to much time lookin for things instead of doing your job.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-27;Machinery Engineer;Current Employee;Pretty happy employee;"Good pay. Great work place flexibility policy.
";"Work life balance could be better. over-systematized.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-09;HSE Engineer;Former Employee;Great people, but going downhill;"Pay, possibility to expat, wide variety of career paths
";"Too much management, continual downsizing, took away 401k match for a year
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-08-11;Fossil Operating Technician;Current Employee;struggling to integrate new business economy;"plenty of overtime, paid vacation, medical.
";"going through a company downsize
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-30;Geoscientist;Former Employee, more than 10 years;Poor culture and toxic management.;"If you want to work only for money, it is good place. But even now you will earn less
";"Peer pressure, super poor management, no life work balance
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-07-30;Senior IT Analyst;Former Employee, more than 10 years;Great people, poor leadership & vision;"Pension, Salary, Benefits are all great People that are some of the best and kindest folks. They're the reason I stayed so long.
";"The culture had been changing for the better for a while and then with Covid and the tough economy, leaders went back to old, poor behaviors and it's become a very toxic place. Leadership is really struggling with their vision and what they want to be, I've never seen leaders get paid so much to do so little, and behave in ways that actively encourage people to leave. There's no vision currently and nobody asking people to stay, The ranking system gives mixed messages where you're not ranked well, but your supervisor says you're great; and it creates unintended and unhealthy behaviors.
Verify your email to continue reading or Resend email
9 people found this review helpful
Helpful
Share
Repor"
2021-07-27;Any Position;Former Employee;Like any other job;"Not hard work or long hours as long as everyone else do like they should
";"People don't want to work. They just lazy and it's already an easy job
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-09;Team Member;Former Employee;Dew stop in review;"friendly work space fast paced work environment
";"no personal breaks due to only one employee per shift
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-20;FLS;Current Employee, more than 5 years;The company is going down the drain, clearly preparing for a future merger/acquisition with Chevron.;"The initial pay is fine. The matching savings plan is coming back for the foreseeable future. It’s a great name on the resume and will take you far. Great way to change companies.
";"Toxic culture. Toxic supervisors/managers cover for toxic supervisors/managers. The ghost layoffs are masked under the new ranking process to force employees out of the company. A ranking system that is used to layoff employees, particularly those new, older age or with the company for over 10 years. Compensation does not keep up with inflation or cost of living. Be prepared to deal with HR incompetence when trying to get a straight answer about ranking results. Company is a house of cards that will not change with the times/move swiftly like tech companies for example. It’s an imploding dinosaur. First and second line supervisors are not screened properly. Which is why the company becomes a breeding ground for a toxic micro cultures all across the company, up to the very top. There’s great managers out there but they usually can’t do much to stop the fires or poison seeping to other areas of the company. It’s a sad story. Once mighty Exxon, it has become a sad story of fallen giant. Its internal culture is a mirror image of the public’s toxic perception of the company. People should continue leaving. Other companies pay better and promote employees all throughout their career.
Verify your email to continue reading or Resend email
15 people found this review helpful
Helpful
Share
Repor"
2021-08-05;Engineer;Current Employee, more than 3 years;Decent compensation, very poor middle management, inefficient safety system, cutthroat culture;"Decent pay, trainings, and benefits
";"Poor culture, incompetent middle management, absolutely horrible safety system that is only stewarded by the middle management in order to get promotions by meeting an exceeding meaningless metrics.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-08-08;Geologist;Current Employee;Solid company;"Good training and benefits for early career
";"Poor job security and rigid ranking system
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-24;Manager;Former Employee, more than 3 years;Good place to work;"Worked at exxon gas station on Rt22 union Nj Owner always pays on time.. he is a responsible person. No micromanaging .
";"It gets boring sometimes. I would like to persue something else after few years working here. but good place to start the management skill.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-24;Accountant;Former Employee;Fantastic place to work;"The pay was good. The management was okay and benefits were good.
";"There could be more improvement in regards to upper management.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-24;Manager;Former Employee, more than 8 years;work experience;"great company to work for
";"excellent experience to work for
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-25;Project Engineer;Former Employee, more than 10 years;Free at last;"Paid me in time & correctly Best 1980’s management practices
";"New leadership culture Leadership Positions are staffed by incompetent managers Very limited upward opportunities
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2021-08-02;Sustainability Advisor;Current Employee, more than 10 years;Salaries are not competitive;"Good overall benefits: pension, 401k with 7 matching, education refund, medical insurance, product discount (gas 8%), restricted stock after certain classification level.
";"Salaries are low in comparison to competitors. Women are not paid the same as men. If you are an engineer, you get paid better than if you are a lawyer or an accountant. Having an MBA doesn't grant you abetter salary.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-07-22;Lubrication Engineer;Current Employee;Big;"Big and mostly fair. Rewards success
";"Slow and stagnant. Tries to be innovative but gets sidetracked in doing that
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-29;Instrument Technician;Current Employee, more than 8 years;Pays well;"Exxon Pays well and has pretty good compensation package/insurance. Place was once a good place to work. But thru mismanagement it’s not any longer.
";"The Left hand has no clue what right hand is doing. They Preach safety and then make unsafe calls from management. It’s all smoke in mirrors.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2021-08-02;Project Manager;Current Employee, more than 5 years;Project management role;"Dynamic, interesting work with great people. Good mix of field and office work. Good salary. Decent work life balance. Good opportunity for advancement
";"Large company basically treats everyone as numbers rather than people. The individual people are great to work with, but often managers are stuck forcing people to do things that don't make sense because the corporation says to. Lots of red tape and very difficult to instill change. Slow moving.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-08-05;Trader;Current Employee, more than 3 years;Meh;"Business class travel, salary for Houston, good campus, gas discounts. Good for experience after school
";"Old culture, racist people, don't like to take risks. Stayed and lived in the past. People are just okay.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-06;Assistant Manager;Former Employee, less than 1 year;Bad;"The customers are the only good part and that’s saying something.
";"Shoot outs In The parking lot, homeless people shooting up in the bathroom. Construction workers lining up for a poop break same time everyday. Police. Stabbings. Robberies. Really you never know what to expect walking into a shift
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-05;Financial Analyst;Former Employee, more than 1 year;Fantastic colleagues with empathetic-less leaders in the organization.;"Colleagues are wonderful, work rotation can keep you engaged. Diverse work force.
";"Lack of deep knowledge in any role due to rotation, leadership lacks empathy and care.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-25;Media Relations Specialist;Current Employee;Culture Eats Strategy for Breakfast;"Well-known brand, work-life balance, resume builder
";"Biased culture, unfair assessment process, disconnected management
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-08-01;Land Representative;Current Employee, more than 8 years;Okay;"Benefits, maternity leave, work life balance
";"Culture, red tape, incompetence, food on campus
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-08-02;Engineering Manager;Former Employee;A lot of changes;"Robust technical systems making engineering tasks easy
";"Limited opportunity for experienced personnel
1 person found this review helpful
Helpful
Share
Repor"
2021-07-14;Financial Analyst;Current Employee, more than 3 years;Great Corporate Company, But Individualistic;"Amazing benefits and career development opportunities.
";"Rankings kill team-orientation and incentivized managers to look for negatives in employees who do not report to them, as well as incentivizing employees to elevate themselves over others.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-08-01;Analyst;Current Employee, more than 1 year;New leadership needed;"Diverse career opportunities, coworkers are amazing; great work-life balance
";"Poor senior leadership is sending people running out the door, attrition has never been higher and there are no incentives to stay. Haven't gotten a raise in 2 years.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-07-15;Fixed Equipment Engineer;Current Employee, more than 3 years;Fast-Paced and Exciting;"Engineers have the opportunity to work in a high-energy environment that strikes a great balance between being technically challenging and requiring strong interpersonal skills and scenario management. This is not always an office job, as Engineers are hands-on and actively involved in equipment integrity assessments and repairs.
";"All ExxonMobil employees are ranked as part of performance assessments, which can be stressful at times.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-16;Anonymous;Current Employee, more than 3 years;It’s very biased;"Nothing at this point imho. They pride themselves in being superior but I really doubt it! I just find them obnoxious and loud!
";"Pay - no pay hike Outdated ranking system Very arrogant folks who over glorify their work. Inexperienced people climb up the chain because they graduated from the same school as the management. Very narrow minded folks
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-08-14;IT Professional;Former Employee, more than 10 years;Not a place for growth;"- Benefits (Health Care, 401k, etc) - Low technical performance expectations - Easy to keep employment
";"- Strategy to decrease US workforce - You will only find career progress in a management role - Conformance valued over performance - Politics and blind objectives around costs drive decision making - Technical skill atrophy (you will be required to work on or design technology in ways that don't make sense anywhere) - Lack of leadership (Titles mean nothing - view career path of Enterprise Architects on LinkedIn - no technical skills required) You will be working for an organization that is focused on perception and conformance above performance. Cultural fears to admit poor decision making; can't admit poor decisions (hubris). Highly pain in processes (think government processes). Politics runs the organization instead of being something that helps smooth relations between groups.
Verify your email to continue reading or Resend email
7 people found this review helpful
Helpful
Share
Repor"
2021-07-14;Senior Financial Analyst;Current Employee;Solid job but you can get stuck...;"Great people, international company with lots of opportunity, travel and expat opportunities, impressive company operations and prestige, good work life balance
";"Negative company image, lack of trust with management, cutting cost environment, slower growth opportunities for non-top performers and non-minorities, withdrawn benefits, raise/promotion freezes
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Senior Cost Manager;Former Employee;Good Company;"Provides lot of opportunities to work in different areas
";"Large com pa nt and prett structure and not a very good performance measureme nt system
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Reservoir Engineer;Current Employee;Great place to learn. Overall I would definitely recommend this as a place to learn;"Really Smart Coworkers Interesting Projects Good compensation and benefits
";"Not a flexible workplace - expected to be there every day Not much vacation for young employees
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-27;Project Manager;Former Employee, more than 1 year;Career Starter;"Many opportunities to work on complex projects. Risk Management skills developed and enhanced. Comprehensive application of problem solving that yield results.
";"Challenging work culture that is based on a relative ranking system. Management messages are unclear and often times inconsistent. Work objectives are only as good as the goals that were created. Everything is a dashboard or key performance indicator.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-11;Software Developer;Current Employee, more than 3 years;Good company with great people;"Great people to work with
";"Low compensation, especially for software developers
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-26;R&D Senior Chemist;Current Employee;Avg;"Good salary, relatively stable compared to oil and gas companies
";"Limited opportunities for growth unless you are a high potential
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-24;Engineer;Current Employee, more than 10 years;Good Career Company;"Good starting salary and opportunities to live in various countries around the world.
";"Competitive annual performance reviews and high level of bureaucracy.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;Project Manager;Current Employee, more than 5 years;5 Years with Exxon;"Good Company, Good Culture, Good People
";"Heavy Company, Salary needs to be increased
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-10;Process Design Engineer I;Current Employee;Negative culture;"The environment encourages continuous learning. Challenging to develop projects yet rewarding when they are executed
";"Culture culture culture. The company is currently working to change the culture but there is a deep seeded negative culture in which people are in it for their annual performance reviews and work against each other rather than as a team
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-07-20;Business Development Manager;Current Employee;In Need Of Culture Overhaul;"Long established business and work processes
";"Management ignorant to changing market and instituting policies leading to mass attrition
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-17;Senior Petroleum Geologist;Former Employee, more than 8 years;Corporate environment;"The myriad of benefits are excellent.
";"Ranking system ends up pitting teams members against each other when they should work together.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-06;Process Control Engineer;Current Employee, more than 10 years;CEO Destroying A Once Great Company;"Talented technical people. Unfortunately many of the good ones are quitting leaving behind bloated and incompetent management. No pros left.
";"Shipping 30-40% technical jobs overseas. Their facilities will become unreliable, inefficient, and unsafe to work in very soon. Not a good company for technical people yo work fore. Stay away.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-07-17;Geologist;Current Employee;Yearly layoffs through flawed ranking system;"Good team members to work with
";"8-10% forced to resign or enter improvement program to cull low performances
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-02;Project Controls Engineer;Current Employee, more than 3 years;Project Controls Engineer;"Very stable company with competitive salary.
";"Work-life balance isn't the best.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-16;Tax Advisor;Current Employee;EMC;"Stable company, good health insurance, great pension in addition to an ok 401k
";"Old world management, doe not encourage free thinking. More concerned with policy and procedures than with delivering great results.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-01;Contracts Engineer;Current Employee, more than 8 years;Good place to work with great benefits;"Good pay, lots of employee development and opportunities
";"Locations are sometimes not ideal for project management professionals
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-22;Research Technologist;Current Employee, more than 8 years;ExxonMobil2021;"Benefits...most importantly the pension. The pension is the main reason why a lot of people dont leave and they know it. Spring campus amenities (tons of food options and a great gym). Most companies cant match oil and gas pay. Most oil and gas companies cant match Exxon's stability. Exxon has only had legitimate layoffs twice since 1999 (merger then COVID). They figured out work/life balance a while back which is good.
";"Exxon is very quick to let you know where you stand. Certain career paths are granted/denied certain things with no clear reason why (ex: some new hires are granted previous experience but other jobs dont get any previous experience granted). Exxon has a horrible culture but isnt willing change anything unless it affects their bottom line.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-07-14;Systems Analyst;Current Employee;Good while it lasted;"Decent benefits before covid and strong environment for mentorship. Name brand recognition on resume.
";"Benefits were severely cut after covid.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-28;Sales Associate/Cashier;Current Employee;Exxon;"Great place, great coworkers, awesome manager.
";"It's a tougher job than you would think, but was trained great and now do it at ease.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-29;Machinery Technician;Former Employee, more than 8 years;Yep;"alot of good people, learn and grow in the company
";"some people will use you in a way to make their self look better
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-12;Technician;Current Employee, more than 10 years;popular people will only soar;"money only, possible retirement? benefits
";"boot lickers, no one is friendly. back stabbers, they will only promote white persons or a possible token if needed. redneck conservative mentality. the managers run the show and if they like some on they are protected. work doesn t matter. two sets of rules for minorities and whites. very unfair place to work.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-07-11;Production Technician;Current Employee, more than 8 years;Micromanagement;"Offers moving package when they force you to transfer
";"Constant micromanagement and refusing to increase veteran employees salaries to match new hires. On call 24/7
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-07-09;Senior IT Manager;Current Employee;Only if desperate;"Work life balance is usually pretty good
";"Ranking system is cut throat and unless your boss really likes you it will be hard to sustain a career.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-07-30;Sales Associate;Current Employee;Exxon;"Diversity of people Campus location pension flexible work hours Wellness Center
";"Assessment review increase in pay CEO movement in jobs culture
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-07-21;Engineer;Current Employee;Fast Sinking Ship;"Salary, well until you flatten out
";"And I will quote a senior manager during a ranking session a few years ago “why is everyone so fussed about this process. It’s just about salary administration”. Flash forward a couple of years and I guess what he meant is administration of no salary upon layoffs of highly capable people. The desire to cling to an early 1900s management philosophy of fear and punishment is driven by those who benefited from this system. The remaining 80-90% who make up the rest and will never make it are suffering from some degree of demotivation by the process. The true leaders who try to keep us going never make it very far because inept senior leadership needs them in low positions to get real results. Many of those great leaders who endured are walking away for better things in and out of this industry. There is a serious lack of vision and an attitude of “don’t worry it will all be fine” as it is clear the ship is sinking! I implore anyone considering hiring on to at least look at the stock price over the last 5 years. After recovering from COVID lows the downward trend is right where it has been for that period. That is an objective reflection of the dismal quality of senior leadership.
Verify your email to continue reading or Resend email
16 people found this review helpful
Helpful
Share
Repor"
2021-06-26;Process Operator;Current Employee, more than 3 years;Solid Retirement;"ExxonMobil still offers their employees a pension
";"Shift work can be taxing on families
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-28;Geologist;Current Employee, more than 1 year;Got laid off;"good pay, good location, interesting work
";"They treat their young professionals like trash.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-06-24;Process Engineer;Former Employee;Nice First Job;"Nice people at my site
";"Can be stressful at times
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-24;Senior IT Analyst;Former Employee, more than 8 years;Great place to work if you can handle being pawn in the machine.;"Solid Benefits, Large company so many opportunities available, work with some cool people.
";"Stacked rankings, low moral people are leaving like crazy, IT is seen as less than the ""Business"".
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-22;Process Technologist;Current Employee;Great start up company;"This company has Great Benefits!!
";"So much work u don't have a life outside of work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-05;Instrumentation Technician;Current Employee, more than 1 year;Instrument technician;"Great people to work with, easy going, everyone works together
";"Too much overhead, union facility
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Anonymous;Current Employee, more than 3 years;Toxic work environment paired with no work from home option is deferring talent;"Looming Pension still stands but for how much longer.. No one knows!
";"3 years ago I would have commented differently. The company is going down fast and furious. Unwilling to adopt new technology or willing to accept the world's energy transition. Safety culture is beyond repairable and overwhelming. Company is unwilling to adopt work from home option for any employee regardless of situation - this is leading to the loss of most of top talent. Change is needed and this company holds the same values as it has for the past 100 years. What worked then doesn't work now. Change is good - adopt it! Say Yes to the company regardless of what your personal opinion is in order to survive here
Verify your email to continue reading or Resend email
10 people found this review helpful
Helpful
Share
Repor"
2021-07-26;Janitor;Former Employee, more than 1 year;Cleaned at better places;"Benefits are not too bad and the hours are good as well. Pay is decent.
";"People are rude and the expectations are high even for how well a person cleans up a mess.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-07-05;Service Delivery Manager;Current Employee;XOM review;"Benefits, compensation, variations of jobs
";"Ranking process is brutal, flexibility in remote work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-18;Production Operator;Current Employee, less than 1 year;Great job;"Awesome benefits and great pay
";"Judgement environment, people can make job stressful, hard work,
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-25;IT Project Manager;Former Employee, more than 10 years;Shortsighted;"Able to get resume building exposure to global work in a many arenas. Best time is years 1-3 and then get out and move on. No longer a career staying place.
";"Too many redundant processes, inability to make a quick decision without multiple layers of approval, sunflower mid level worthless management, cut the 401k match, low employee morale, tone deaf upper management, incompetent CEO, no longer nimble or able to react quickly to market, HUGE lack of foresight on management forward thinking and planning that began in 2010 and lead to the catastrophe being experienced today, heavy emphasis on moving US jobs overseas to lower cost business centers - no America first here - chasing the almighty dollar to the detriment of company - management seems to have forgotten core business is to find, extract, process and deliver oil products and overburdened themselves with needless ""rules/processes"" that add little no no value.
Verify your email to continue reading or Resend email
6 people found this review helpful
Helpful
Share
Repor"
2021-06-29;Geologist;Current Employee;Garbage Company;"Salary / pay is good and comparable to industry
";"Terrible leadership Terrible mid level management Vague/cryptic executive communication Vague/unclear goals Toxic environment Political work environment Poor hiring process = avg-low level performers/incompetent employees compared to industry Terrible money management Benefits taken away Poor career development
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
