date;employee_title;employee_status;review_title;pros;cons
17/05/2021;Global Category Lead;Former Employee, more than 10 years;Review;"Good salary and excellent benefits
";"Poor management and unnecessarily complex processes
2 people found this review helpful
Helpful
Share
Repor"
15/02/2021;Mechanical Engineer;Former Employee, more than 10 years;Good employer while they were still in Alaska;"Challenging work environment and good compensation
";"BP is no longer in Alaska and is completely restructuring now
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
16/12/2020;Anonymous;Current Employee;Great company to work for, but expect long hours;"Good pay, great benefits (including a pension), amazing people to work with, and if you network well you can create your own advancement opportunities. The company is trying to re-invent itself in a more renewable energy direction, which is inspiring as well!
";"No work-life balance (both in terms of long hours and being available during weekends or allotted time off). Allotted time off is generally lower than the industry standard.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
07/03/2021;Project Manager;Former Employee;Very good company, care about employees;"Very good company, care about employees
";"Impacted by downturn of industry.
Be the first to find this review helpful
Helpful
Share
Repor"
03/03/2021;Anonymous;Former Employee, more than 10 years;Great place to work;"great benefits and above average salaries
";"bureaucratic when it comes to progressing projects
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
10/03/2021;Vice President Business Development;Former Employee;BP;"Great People, Teamwork approach, global initiatives
";"Management/Leadership lacking, especially in mid-senior level
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
02/03/2021;Senior Engineer;Former Employee, more than 3 years;Diversity & Inclusion;"Very good compensations and 401K benefits
";"Usually less open to change because they are risk-averse
Be the first to find this review helpful
Helpful
Share
Repor"
23/02/2021;Sales;Former Employee, more than 10 years;Good company -;"Good benefits Pay, flexible, bonus program
";"They go through a downsize every year
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
06/02/2021;Data Leader;Current Employee, more than 3 years;Was a great place to work;"This company is very social and a fun place to work. Prior to the “new ambitions” I had my dream job. Lots of focus on personal well-being and great benefits.
";"They laid off so many people with the promise of doing less, but with no guidelines on what to stop. Work life balance all talk. Now 9/80s are ending too. Like anyone can get their work done in 8 hour days anyway.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
22/02/2021;Process Control Engineer;Former Employee, more than 10 years;Company Re-Invents Itself, Gives Employees a Chance to Re-Invent Themselves;"Very good pay, healthcare, pension AND 401(k)
";"rapidly shifting priorities/directions, resource limited
Be the first to find this review helpful
Helpful
Share
Repor"
24/04/2021;Engineer;Current Employee, more than 3 years;Ok benefits to get by but very bureaucratic;"Good benefits and relatively good work life balance
";"No clear direction in career development and very bureaucratic. Lots of politics at play
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
06/03/2021;Commercial Manager;Former Employee;*;"Good pay and good benefits
";"Very political, who you know matters
Be the first to find this review helpful
Helpful
Share
Repor"
24/02/2021;Accountant;Current Employee, more than 1 year;Projects Analyst;"good pay, good benefits, good people
";"can be slow and cumbersome to get things done
Be the first to find this review helpful
Helpful
Share
Repor"
02/04/2021;Enterprise Architect;Former Employee, more than 10 years;Great place to work;"Re inventing and moving to zero carbon. Great people. Good salary, other benefits getting worse
";"Reorganises every two years without fail. Culture changing to be more ruthless .
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
26/01/2021;Energy Analyst;Former Employee;Some good some bad.;"When it's at its best, lots of resources and good benefits. People are usually open to talk and mentor you. People are very smart, and you'll learn a lot just being there.
";"At it's worst, lots of good ol' boy culture and definitely was overworked without the pay to compensate for it. If you're saddled with a bad supervisor (which is hard to get rid of in a big company) can be the worst experience for you. Not as inhospitable as other trade shops, but can be inhospitable. People not the most patient or understanding.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
22/01/2021;Senior Technical Specialist;Current Employee, more than 1 year;Good company but in transition;"Good salary and benefits, okay vacation, great action on diversity
";"Transition to green and low carbon energy which is low margin and would put pressure on compensation as well as uncertain future
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
25/02/2021;Principal Program Manager;Current Employee;good;"good people good culture houston
";"ok - oil and gas fluctuations
Be the first to find this review helpful
Helpful
Share
Repor"
02/02/2021;Senior Human Resources Manager;Former Employee, more than 3 years;Loved it;"Tons of growth Good pay, benefits Strong leaders Excellent culture Travel
";"Not many opportunities to work from home and many reorganizations
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
07/04/2021;Risk Analyst;Current Employee, more than 3 years;Over-Worked Under-Paid;"Good benefits, good bonus if it's a year you get one
";"Poor communication, can work hard as you want and not potentially get a bonus since it's an oil major and dependent upon crude prices
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
13/02/2021;Drilling Engineer;Current Employee, more than 3 years;Good Spot;"Salary and compensation is outstanding out of college.
";"Pigeon hole in your career.
Be the first to find this review helpful
Helpful
Share
Repor"
09/02/2021;Business Administrator;Former Employee, more than 5 years;Great place to work!;"Great place to work, amazing benefits
";"People being layoff due to the re-org.
Be the first to find this review helpful
Helpful
Share
Repor"
07/01/2021;Asset Team Leader;Current Employee, more than 8 years;Asset Team Leader;"Pay is excellent but worklife balance is not good.
";"Constant reorganizations, high stress levels due to job uncertainty.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
23/04/2021;Senior Tax Counsel;Former Employee, more than 10 years;Disappointing Experience;"Challenging work Good benefits Good work/life balance
";"Poor Upper Management Advancement based on nepotism rather than merit
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
01/02/2021;Senior CHEMIST;Former Employee, more than 10 years;Place to work;"Safety culture, benefits, training, flexibility
";"Internal processes makes it very complex and time consuming
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
11/02/2021;Supervisor;Former Employee, more than 3 years;Great;"Great place to work with good benefits
";"long hours of working environments
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
29/08/2020;Human Resources Manager;Former Employee, more than 1 year;Great Company, People, Facilities & Benefits... wish they had keep their word!;"Great Facilities, good smart people, best of breed hardware & software, great benefits.
";"Sr. Management in UK in HR is overbearing in direction of HR in US. HR jobs in USA will go before UK HR jobs when things get tight, even if USA is the bigger business.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
11/02/2021;Operations Analyst;Current Employee, more than 1 year;Going through a huge cleansing;"Flexible, good work like balance
";"Unstable, you never feel secure in your job, they are always trying to find the cheapest employee no matter talent, dedication... If your job can be done in India you are going to be training India soon no matter how poorly, bad quality of a job they do.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
16/01/2021;Senior Human Resources Business Partner;Current Employee;Overall good company, cares about employees;"Innovative, employee friendly, opportunity to move across business, training and development opportunities
";"Slow decision making, hierarchical, complex, changes often, focus on network over performance
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
25/01/2021;Automation Engineer;Current Employee, more than 8 years;Heading the right direction;"Good benefits and culture within the company
";"Convoluted structure and a little of a confusion within the new transition
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
23/03/2021;Project Manager;Former Employee, more than 10 years;Typical corporate mentality;"Above average pay, good benefits
";"Culture that is portrayed is only window dressing
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
14/01/2021;Corporate Planning Manager;Current Employee, more than 10 years;Wonderful place - if you want to work a lot!;"Love my job, have learn a lot over time
";"it is lots of work
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
27/12/2020;Talent Acquisition Specialist;Current Employee, more than 5 years;Positive culture;"- Great culture. For the most part, everyone takes care of one another and live by company's Values and Behaviour.
";"Company is too matrix. Requires a lot of chains of approvals before anything gets done.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
21/03/2021;Engineer;Former Employee, more than 8 years;Corruption;"401k match (14% contribution annually if you contribute 7%)
";"No opportunity for advancement. Massive gender pay gap. Toxic culture of unhappy employees that is encouraged and embraced by executive team. Abysmal safety record and management does not care
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
21/01/2021;Process Engineer;Former Employee, less than 1 year;GREAT COMPANY TO WORK FOR;"great pay, great benefits, fun people, fun environment
";"terrible recruiting, bad management, intern program is ruthless
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
05/12/2020;IT Service Owner;Current Employee, more than 8 years;Large energy company that is going through exciting digital transformation;"Have taken on a bullish position on digital transformation
";"Large company culture slows down progress
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
29/01/2021;Retired;Former Employee;Good reliable place;"Excellent benefits compared to most
";"Shrinking industry and outdated technology
Be the first to find this review helpful
Helpful
Share
Repor"
07/03/2021;Maintenance Technician;Current Employee, more than 10 years;good pay;"good pay and benefits even for entry level.
";"upper level leadership is out of touch with the people that keep them employed
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
05/04/2021;Communications and Public Relations;Former Employee, more than 5 years;Communications Function is Mismanaged;"remuneration, co-workers, facilities, travel, benefits
";"management, failure to adhere to company policies
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
10/01/2021;Project Manager;Former Employee, more than 5 years;Really political - not a meritocracy;"Good salary and benefits. Great opportunities to work when business is doing well...
";"You have to always have to have good connections to maintain employment - quality of work not as important as how you are perceived by upper management.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
17/01/2021;Global Procurement Manager;Former Employee, more than 5 years;Great Place to work;"Flexibility, leadership, opportunities, nice people, location
";"politics, old systems, not invented here syndrome
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
27/01/2021;Geophysicist;Current Employee;Ok;"Good coffee indeed and nice biscuits
";"Poor cups not well insulated
Be the first to find this review helpful
Helpful
Share
Repor"
11/03/2021;Analyst;Former Employee, more than 1 year;Good benefits eh environment;"Good benefits, stable place to build career
";"Bad work like balance, no real friendship in office, politics is rampant - dont know whos looking and whos talking about who, pay too low for certain roles
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
21/01/2021;Legal Assistant;Former Employee, more than 5 years;Wonderful Employer;"Salary, Benefits, and Environment all exceptional
";"No advancements. No streamlined equality between work groups.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
14/01/2021;Junior Data Scientist;Current Employee;Great Company;"Benefits, stock match, bp culture
";"Mediocre pay, reorg frustrating, culture,
Be the first to find this review helpful
Helpful
Share
Repor"
06/01/2021;Mechanical Engineer;Former Employee;Good company;"Many pros to working here. Great benefits.
";"Not a lot, refinery life is stressful
Be the first to find this review helpful
Helpful
Share
Repor"
28/03/2021;Business Analyst;Current Employee;Management;"Flexible Schedule to work with
";"Disorganized management and buddy culture
Be the first to find this review helpful
Helpful
Share
Repor"
02/01/2021;Integrity Engineer;Current Employee;BP;"Good Pay and great benefits
";"Frequent Change and restructuring every 12 to 18 months.
Be the first to find this review helpful
Helpful
Share
Repor"
14/03/2021;Director;Former Employee, more than 5 years;New strategy;"Good people and work life balance
";"New strategy unclear to current employees
Be the first to find this review helpful
Helpful
Share
Repor"
03/12/2020;Sales and Marketing Coordinator;Current Employee, more than 10 years;ACCOUNT MANAGEMENT;"Very good benefit & wellness programs
";"They moved out of downtown Chicago and displaced many employees. Turned around 5 years later and moved back downtown and displaced many employees.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
10/03/2021;Engineer;Former Employee, more than 10 years;Great company;"Great company to work for. work / life balance really good
";"Networking required for promotion, ok
Be the first to find this review helpful
Helpful
Share
Repor"
24/02/2021;Commodity Risk Analyst;Current Employee;Commodity Risk Analyst;"the benefits are excellent (pension, 7% 401k match)
";"they cut 25% of office workers and all of the work is going to those that remain
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
16/03/2021;Driver;Former Employee, more than 5 years;Meh;"Driving truck bread pastry travel
";"Overnight long hours wildlife weather management
Be the first to find this review helpful
Helpful
Share
Repor"
13/03/2021;Operations;Former Employee, more than 8 years;Operations Associate;"Stable, good company and life benefits
";"Tends to be bureaucratic and political
Be the first to find this review helpful
Helpful
Share
Repor"
07/12/2020;Technician;Current Employee, more than 5 years;Great Company, even better people;"Great people/ world class leader in energy
";"Hard to move up if you are not an engineer.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
10/12/2020;Director;Current Employee, more than 10 years;Reinventing through digital innovation;"good career development & learning support
";"slow moving and bogged down by consensus management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
02/10/2020;Accounting Manager;Current Employee, more than 10 years;Great Place to Work;"Lots of room for creativity in executing your work with emphasis on teamwork and collaboration. Lots of opportunity to take on new projects, for those that wish to to do so.
";"The level of change may not be for everyone.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
17/01/2021;Regulatory Analyst;Former Employee, more than 5 years;BP;"Great pay and benefits. Collaborative environment. They promote work life balance for office workers. Development and learning opportunities.
";"They are moving jobs from the US to Europe (Hungary) and India. Frequent restructuring. Lack of job security. Project teams who are in charge of transitioning work from one location to another are disorganized.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
23/11/2020;Anonymous;Current Employee, more than 3 years;Great benefits;"Benefits are great; above average compensation package - 7% 401(k) match, HDHP with HSA deposit if qualified
";"Tendency to hire external candidates rather than developing its own people
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
29/11/2020;Part Time Cashier;Former Employee;Great job;"Busy store fun job nice pay
";"Small parking for the customers
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
19/11/2020;Performance Advisor;Former Employee, more than 10 years;Good company...but;"Salary, benefit, Health Perks, Pensions are all good. 401K contribution is up to 7%.
";"Nepotism and favoritism everywhere. Slow to make decisions.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
06/12/2020;Geologist;Current Employee;Good company to work;"Good working environment and benefits
";"Vulnerable to downturn and many staff cuts.
Be the first to find this review helpful
Helpful
Share
Repor"
22/02/2021;Anonymous;Current Employee, more than 1 year;Future is looking bleak for this company.;"Great team. Good opportunity to learn.
";"Declining business. Pay is not competitive. Little growth potential.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
01/12/2020;Petro-Technologist;Former Employee;Great place to work;"Care about employees; offer employee training
";"Employment uncertainty is a concern
Be the first to find this review helpful
Helpful
Share
Repor"
08/11/2020;Lead Software Engineer;Current Employee, more than 1 year;Transition opens up many opportunities;"BP is undergoing a transition to renewable energy and this presents opportunities to work on cutting-edge technologies.
";"None that I've run into thus far.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
02/12/2020;Subsea Pipeline Engineer;Current Employee;About bp;"Nice working culture, good benefit.
";"frequent work force cut, not stable
Be the first to find this review helpful
Helpful
Share
Repor"
11/01/2021;Procurement Leader;Former Employee, more than 10 years;Flexibility for work/life balance, but reorganization cloud lingers;#NOM?;#NOM?
21/11/2020;Sourcing Manager;Current Employee;Great energy company;"International, diversity and inclusion, people oriented, transformational
";"Outsourcing, offshoring jobs to lower cost countries a lot
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
20/11/2020;Data Scientist;Current Employee;Good company to work with;"Good training program for new graduates
";"difficult to get promotion within company
Be the first to find this review helpful
Helpful
Share
Repor"
27/01/2021;Gas Settlements Analyst;Former Employee, more than 5 years;Not worth it;"There weren’t many pros to working here.
";"Always waiting to be downsized, too many layers of unnecessary managers who were looking for things to justify their jobs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
10/11/2020;Supply Manager;Current Employee, more than 10 years;Great company to work for;"Values of the company People vision and ambition
";"energy sector share price sector stability under current circunstances
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
13/11/2020;Senior Manager;Current Employee;FAB;"Cares about people more than process
";"Big restructuring and uncertain future ahead
Be the first to find this review helpful
Helpful
Share
Repor"
02/02/2021;Anonymous;Former Employee;Ok;"Some downtime, job was easy to understand
";"You will be exposed to nasty truckers
Be the first to find this review helpful
Helpful
Share
Repor"
06/11/2020;HSE Site Lead;Current Employee;Great company;"Good pay and great benefits.
";"Overworked due to cyclical nature of oil industry.
Be the first to find this review helpful
Helpful
Share
Repor"
29/01/2021;Senior Geologist;Former Employee, more than 5 years;Beware HR;"Ability to learn and try new skills
";"Poor communication between HR and management
Be the first to find this review helpful
Helpful
Share
Repor"
03/09/2020;Marketing;Former Employee;Very large company;"Large company where there are a lot of options to move around between jobs, people are very friendly, you aren't expected to work outside normal business hours unless on international projects
";"Little to no control over what happens with projects/decision making, many people are there for the benefits and really don't care
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
04/11/2020;Systems Analyst;Former Employee;Great comonay;"cares for their people and their development
";"Re-org frequently and change expectations
Be the first to find this review helpful
Helpful
Share
Repor"
02/11/2020;Sourcing and Contracting Analyst;Current Employee, more than 5 years;Great Company;"Compensation, Work life balance, Growth, Leadership
";"Oil and gas industry uncertainty
Be the first to find this review helpful
Helpful
Share
Repor"
27/10/2020;Commodity Risk Analyst;Current Employee, more than 3 years;Commodity Risk Analyst Chicago;"Pay, benefits, workplace, opportunities, coworkers
";"internal turnover, political, long hours, new company direction
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
27/10/2020;Business Analyst;Current Employee, more than 3 years;great place to work;"great benefits and work-life balance.
";"can be difficult to move up
Be the first to find this review helpful
Helpful
Share
Repor"
09/10/2020;Inventory Specialist;Current Employee;BP Castrol;"BP Castrol is a true Equal Opportunity Employer with caring management.
";"Need better pay for contractors.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
01/10/2020;PSCM Specialist;Former Employee, more than 8 years;Overall great company;"- Benefits (excellent health care, 401k match, pension) - New CEO is a remarkable leader
";"- Movement across functions is extremely difficult, can make promotion hard to come by
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
07/01/2021;General and Operations Manager;Current Employee;Large Company New Directions;"Large company good benefits. Opportunities to move around and progress carrier.
";"Large Company, less personal identity than a smaller company
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
07/01/2021;Senior Finance Manager;Former Employee;Searching for an Identity;"Strong Capital, Long-term Stability, Diversified portfolio
";"Misaligned leadership and inability to direct employees and activities to a focused target
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
07/09/2020;Procurement Category Specialist;Former Employee, more than 8 years;Solid company that pays well and has great benefits;"The pay and benefits are above average
";"Oil and gas is a declining industry; work life balance could use some improvement
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
16/09/2020;Geophysicist;Current Employee, more than 5 years;good environment for growth;"good opportunities for lateral movement and a diverse range of projects and challenges, also good work life balance and overall benefits
";"difficulty for upward movement without good presentation skills
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
23/11/2020;Reservoir Engineer;Current Employee;BPX Energy;"Very good compensation and benefits package 9/80 schedule Access to good training and technical resources Have positions in world class shale plays (EF, Permian, Haynesville) Opportunities to get great experience
";"Political Strong technical staff rarely rewarded for technical achievements Often not loyal to staff that have been with the company for many years
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
10/09/2020;Mechanical Engineer;Current Employee, more than 5 years;Great company to work for;"Good company to work for with strong leadership. Lots of opportunities for growth and development available to all employees. Good communication from upper level leaders.
";"Lots of levels of leadership.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
21/11/2020;Technician;Current Employee;Technician’s personal experience;#NOM?;"-Not a job to take when you’re a young or middles aged person looking to advance from a technician role -Bureaucratic -not lively/not engaging -Oddly run. Not efficient -Silos
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
03/01/2021;Analyst;Current Employee;Fine;"great benefits (medical, retirement, etc.)
";"very bureaucratic and hard to get ideas pushed up the chain
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
06/10/2020;Anonymous;Current Employee, more than 5 years;Awesome place to work;"great environment, good work/life balance
";"unpredictable downsizing causing fear of job loss
Be the first to find this review helpful
Helpful
Share
Repor"
05/10/2020;Engineering Manager;Former Employee, more than 10 years;Greta place to work;"great benefits including pension plan
";"too much hierachy, which slows decision process
Be the first to find this review helpful
Helpful
Share
Repor"
08/06/2020;Mechanical Engineer;Current Employee, more than 8 years;Excellent Place to Start Your Career;Great Pay, Good Experience, Safety ;"ious
Cons
After learning the basics, most of the engineering effort is centered around conforming to existing BP standards and following specs instead of thinking critically. There is so much bureaucracy that it is easier to just follow the specs than to do anything else, even if the specs create a more expensive and difficult solution
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
12/10/2020;Process Engineer;Current Employee, more than 1 year;Beifits;"Good place to work for
";"Commute place to work for
Be the first to find this review helpful
Helpful
Share
Repor"
17/12/2020;Marketing;Former Employee, more than 10 years;Marketing Director;"Pays well, good work/life balance.
";"Inept leadership and strategy. Self-service everything. No upward mobility.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
06/10/2020;Human Resources Manager;Current Employee;Great company!;"Great overall compensation and benefits.
";"Difficult to integrate into BP. Very complex.
Be the first to find this review helpful
Helpful
Share
Repor"
03/10/2020;Anonymous;Current Employee;Great;"I feel Amazing working at bp.
";"It is Occasionally out of water
Be the first to find this review helpful
Helpful
Share
Repor"
24/11/2020;Finance;Current Employee, more than 8 years;Going through changes in big oil;"Great people and above average pay and bonus.
";"Company restructuring and cutting finance roles.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
29/09/2020;Manager;Current Employee;Good company;"Good benefits and good pay
";"Higher mgt located in the UK
Be the first to find this review helpful
Helpful
Share
Repor"
14/09/2020;Process Engineer;Current Employee, more than 5 years;Great company;"Work/life balance, interesting job, great compensation package
";"a few weeks a year require ~12 hr days, 6 days a week
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
10/12/2020;Finance Analyst;Former Employee;Great if you can stay... management manages by reorgs;"Great benefits and pay if you keep your job
";"Constant reorgs and awful hours
1 person found this review helpful
Helpful
Share
Repor"
22/11/2020;Project Manager (Electrical Engineer);Current Employee;My experience has been great!;"This company has great benefits.
";"Large companies periodically restructure their organization resulting in RIFs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
07/07/2020;Commercial Manager;Current Employee, more than 10 years;Great people, good salary good benefits, very poor management and poor outlook;"A lot of very skilled workers (level G and below). Great Benefits and good pay. Good diversity and hard working people.
";"Very poor management coming from London. No good idea can ever come from outside the UK. The last 10 years, every decision made has had bad repercussion on the business, workers and knowledge depletion and yet shareholders keep getting paid at the expense of workers. Higher ups are a closed club and they only promote within their restricted group. New CEO fooled everyone with his supposed ""in touch with workers"" attitude when in reality he is ruthless and is totally out of touch with reality. He spent ""Tweeting or Yammering"" instead of truly running the business (reminds me of TRUMP). Managers are promoted based on who you know and not what you accomplish. Some managers are sooooooo bad that they keep bouncing from one division to the other wrecking havoc but never get fired. In general this organization is absolutely terrible at running assets....hence everytime they sold one, the new owners made out really well and ran that assets 100% better than when it was in BP's hands. This is all due to too much red tape. I view this organization as an oil tanker that takes forever to make a turn while it's competitors are more nimble and are more like frigates. The last 10 years, BP went through 5 reorg all by reducing headcounts or selling assets. The organization is just too lean to function properly and is constantly trying to put up fires that get started because of the lack of bodies/personnel.
Verify your email to continue reading or Resend email
8 people found this review helpful
Helpful
Share
Repor"
11/09/2020;Engineer;Current Employee, more than 3 years;Great Company;"Salaries, Benefits, Culture, Opportunities, Trainings
";"Layoffs, Overworked, Redundancies, Some Management, WL Balance
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
18/01/2021;Human Resources Manager;Current Employee, more than 1 year;Major changes;"Easy job. Little supervision. No accountability
";"No direction. Projects were cancelled all the time
Be the first to find this review helpful
Helpful
Share
Repor"
25/11/2020;Senior Team Lead Logistics;Current Employee, more than 3 years;Discrimination exists at every level;"Great Benefits package, Good Work Life Balance
";"Mediocre Middle Management, Irresponsible leaders, Racism prevalent
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
24/11/2020;IT Manager;Current Employee;-high pay, great benefits, international opportunities;"-high pay, great benefits, international opportunities
";#NOM?
11/09/2020;Engineer;Current Employee, more than 3 years;Great Company;"Salaries, Benefits, Culture, Opportunities, Trainings
";"Layoffs, Overworked, Redundancies, Some Management, WL Balance
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
10/09/2020;Mechanical Engineer;Current Employee, more than 5 years;Great company to work for;"Good company to work for with strong leadership. Lots of opportunities for growth and development available to all employees. Good communication from upper level leaders.
";"Lots of levels of leadership.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
23/09/2020;Cashier;Former Employee, less than 1 year;Work;"Salary, work place, management and co workers
";"Rude customers, thieves, drunk people and busy days
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
07/09/2020;Procurement Category Specialist;Former Employee, more than 8 years;Solid company that pays well and has great benefits;"The pay and benefits are above average
";"Oil and gas is a declining industry; work life balance could use some improvement
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
29/08/2020;Human Resources Manager;Former Employee, more than 1 year;Great Company, People, Facilities & Benefits... wish they had keep their word!;"Great Facilities, good smart people, best of breed hardware & software, great benefits.
";"Sr. Management in UK in HR is overbearing in direction of HR in US. HR jobs in USA will go before UK HR jobs when things get tight, even if USA is the bigger business.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
03/09/2020;Marketing;Former Employee;Very large company;"Large company where there are a lot of options to move around between jobs, people are very friendly, you aren't expected to work outside normal business hours unless on international projects
";"Little to no control over what happens with projects/decision making, many people are there for the benefits and really don't care
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
16/09/2020;Senior Lead Scheduler;Current Employee, more than 5 years;Ehh it's ok;"Forward looking and supports diversity
";"Big Corp w/ lots of Bosses Bob, says it values ""work life balance"" but doesn't practice it
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
07/09/2020;Senior Trader;Current Employee;Evolving company;"great benefits, good location in chicago
";"Unclear pay structure, gray at times
Be the first to find this review helpful
Helpful
Share
Repor"
05/09/2020;Customer Service;Current Employee, less than 1 year;Okay;"Good schedule, easy , night shift good for student
";"Lots of cleaning garbage and bathroom
Be the first to find this review helpful
Helpful
Share
Repor"
30/07/2020;People Advisor;Former Employee, more than 1 year;Good Employer, Less-Good Industry;"-Great Compensation -Excellent Resume Building Experience -Brilliant People -Nice Perks and Accomodations such as Gym, Cafeterias, modern workspaces going up -Flexible Working Culture -General Understanding that Family Comes First -Strong focus on values and ethics
";"-If you're not into Houston or Chicago, thats where the most jobs are -Its a big, corporate, bureaucratic company with a lot of red tape -Change happens slowly -People tend to move positions every two years, based on the way the company org charts are structured (at least for office based jobs), which makes for a lot of unfinished initiatives and projects -The health of the industry truly ebbs and flows with lots of ups and downs
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
